CaseID,duration,Children6to17,childage,parental,childgender,sleepneeds,oftbathpar,oftmusicpar,oftalcoholpar,oftreadpar,oftyogapar,oftTVpar,oftonlinepar,oftOTCpar,oftotherpar,bed_school,wake_school,bed_nonschool,wake_nonschool,bedhours_school,bedhours_nonschool,sleephours_school,sleephours_nonschool,wakeupatnight,sleepinschool
1044,13,1,7,1,1,10,2,3,2,4,4,2,3,1,4,9,7,10,8,10,10,10,9,1,1
1076,9,5,9,5,1,10,2,3,4,2,2,3,3,4,4,9,7,10,7,10,9,10,9,2,1
1139,11,1,12,1,1,10,2,3,3,3,3,2,3,4,2,8,6,10,9,10,11,10,9,2,1
1152,7,2,6,1,1,9,3,4,4,4,4,1,4,4,2,8,7,9,8,11,11,10,9,1,1
1155,50,2,6,1,2,10,3,2,4,2,3,2,4,4,2,7,6,8,6,11,10,10,9,2,1
1176,14,2,10,1,1,10,4,4,4,2,4,2,4,4,4,9,7,10,7,10,9,10,9,1,1
1188,34,2,10,1,1,10,4,4,4,3,4,4,4,4,4,8,7,9,8,11,11,10,9,1,1
1302,10,1,8,1,1,9,3,3,2,2,2,3,3,1,4,8,6,8,6,10,10,10,9,1,1
1314,23,4,7,1,1,10,4,4,4,4,2,4,4,4,2,9,7,9,7,10,10,10,9,2,1
1389,20,1,10,1,2,10,4,3,4,4,4,2,4,2,-1,8,7,9,8,11,11,10,9,2,1
1443,10,1,6,2,1,10,2,4,4,4,4,3,4,4,4,9,8,10,9,11,11,10,9,1,1
1545,11,1,8,1,1,10,1,2,4,2,4,3,3,4,3,9,7,11,9,10,10,10,9,2,1
603,8,1,7,1,2,11,4,1,2,2,3,1,2,3,4,8,7,9,7,11,10,11,9,2,1
944,8,2,8,1,2,11,2,3,4,2,3,1,1,2,4,8,7,9,8,11,11,11,9,3,1
68,23,2,17,1,1,8,2,3,4,4,4,1,3,2,-1,12,5,13,12,5,10,5,8,2,3
287,10,2,17,1,1,5,3,4,4,3,4,1,2,2,3,13,8,13,12,6,8,5,8,2,1
718,656,3,9,1,1,12,1,2,4,3,3,1,1,2,4,11,6,13,9,7,8,5,8,4,2
820,23,2,17,2,2,6,1,2,3,1,2,1,1,1,-1,11,6,#NULL!,#NULL!,7,#NULL!,5,8,4,3
888,14,7,17,1,2,8,1,2,4,2,2,1,1,4,4,12,6,12,9,6,9,5,8,3,1
1435,36,1,13,1,2,8,2,3,4,3,4,1,3,1,3,12,6,13,10,6,8,5,8,3,1
250,10,1,15,1,2,8,1,2,4,2,3,2,2,4,3,11,8,13,12,9,10,6,8,1,4
280,13,1,10,1,2,10,4,3,4,1,4,4,4,4,4,9,7,9,10,10,13,6,8,2,1
415,7,2,16,1,2,8,1,2,3,1,1,2,2,2,-1,11,5,#NULL!,#NULL!,6,#NULL!,6,8,2,3
467,6,1,11,1,1,7,1,2,3,4,4,1,1,4,4,9,5,9,7,8,10,6,8,4,1
700,8,1,17,1,2,9,2,2,4,2,4,1,1,4,4,11,6,12,8,7,8,6,8,1,1
722,60,2,12,1,1,7,2,3,2,4,3,2,4,3,4,11,6,11,10,7,11,6,8,2,1
728,10,2,17,1,2,8,3,3,3,1,4,4,2,4,4,11,7,12,9,8,9,6,8,2,1
761,12,1,17,1,1,8,1,1,4,3,4,2,2,4,4,10,5,13,11,7,10,6,8,2,2
856,8,1,16,1,2,8,3,3,4,3,3,2,1,4,4,11,7,13,11,8,8,6,8,3,1
906,37,2,16,1,2,7,3,4,4,4,4,3,4,4,4,#NULL!,#NULL!,12,12,#NULL!,12,6,8,2,1
964,28,1,17,1,2,8,3,2,4,1,3,2,3,3,3,11,7,12,9,8,9,6,8,3,3
1032,8,2,11,1,2,8,2,3,4,2,4,1,3,3,4,9,6,10,10,9,12,6,8,3,3
1246,11,2,16,1,2,10,2,2,4,3,4,1,2,4,3,10,6,11,9,8,10,6,8,2,2
1318,5,1,16,1,2,11,2,2,4,3,4,1,4,3,4,10,6,12,10,8,10,6,8,1,1
1330,13,1,16,1,2,7,2,2,4,2,2,2,3,2,4,10,7,11,11,9,12,6,8,2,2
1361,15,3,12,1,2,8,1,2,4,2,3,2,3,3,2,10,6,10,6,8,8,6,8,2,1
1390,12,1,17,1,1,8,1,2,3,3,4,1,4,4,4,11,6,13,11,7,9,6,8,1,1
1398,9,3,13,1,2,9,2,2,3,1,2,3,3,2,3,10,11,12,13,13,13,6,8,3,3
1431,7,4,10,1,2,10,1,4,4,1,4,1,1,4,4,10,6,11,9,8,10,6,8,2,1
1466,22,1,15,1,1,8,3,3,4,3,4,4,4,2,3,9,7,10,9,10,11,6,8,3,1
34,5636,1,6,1,2,9,4,4,4,1,4,2,4,1,4,10,7,10,8,9,10,7,8,1,1
86,9,2,12,1,2,8,2,3,4,4,4,2,3,4,4,10,6,11,8,8,9,7,8,2,1
105,13,3,16,1,2,7,4,3,4,3,4,1,1,4,4,11,7,12,9,8,9,7,8,2,1
109,10,3,12,1,2,7,4,4,2,2,4,4,4,4,4,9,6,11,9,9,10,7,8,1,1
148,4297,3,14,1,1,7,1,3,4,4,4,4,4,4,4,8,7,11,10,11,11,7,8,1,1
204,13,1,16,1,2,8,4,4,4,4,4,4,3,4,4,10,6,13,10,8,8,7,8,1,1
231,9,1,13,1,1,9,2,2,3,1,4,4,4,4,4,10,5,11,9,7,10,7,8,2,1
255,9,1,15,1,2,8,2,1,2,-1,1,3,4,3,3,10,7,12,9,9,9,7,8,1,1
256,12,1,17,1,2,7,3,4,2,2,4,2,3,3,4,10,7,11,10,9,11,7,8,2,2
264,8,2,12,1,2,8,3,4,3,3,4,1,3,4,4,10,8,11,8,10,9,7,8,1,1
290,12,2,8,1,2,8,1,1,4,1,2,3,3,4,3,9,7,9,8,10,11,7,8,2,1
336,7,1,16,2,1,7,4,4,4,4,4,2,4,4,4,11,6,13,9,7,8,7,8,2,2
355,1685,1,11,1,1,8,3,4,4,3,4,4,4,3,3,10,6,12,8,8,8,7,8,2,1
358,10,2,17,1,2,5,3,2,4,4,4,4,4,4,4,11,7,11,8,8,9,7,8,4,1
384,7304,3,14,1,2,8,3,3,3,3,3,1,3,4,4,10,6,10,8,8,10,7,8,1,1
410,11,2,13,1,2,8,2,4,-1,2,4,3,2,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,2,1
425,6,1,13,1,1,8,1,3,2,3,3,1,4,2,4,10,7,11,9,9,10,7,8,1,1
429,2424,1,13,1,2,8,1,2,4,1,4,1,2,3,2,9,6,10,8,9,10,7,8,2,1
465,7,1,13,1,2,8,2,4,4,2,4,2,3,4,1,10,6,12,9,8,9,7,8,2,1
536,8,2,15,1,1,8,3,3,4,2,4,3,4,4,4,10,5,12,8,7,8,7,8,1,1
538,6,2,17,1,1,7,4,4,4,1,4,1,4,4,4,11,6,12,9,7,9,7,8,1,1
549,18,1,6,1,1,8,1,4,4,1,4,2,4,4,4,9,6,11,8,9,9,7,8,2,1
581,7,1,17,1,2,7,4,4,4,3,4,3,4,3,4,11,6,13,9,7,8,7,8,1,1
586,7,1,13,1,1,8,1,2,3,2,-1,2,2,4,3,10,7,11,9,9,10,7,8,2,1
597,10,2,14,3,2,9,4,4,3,3,4,2,3,4,4,10,6,11,9,8,10,7,8,1,1
618,26,1,12,1,2,8,4,4,3,4,4,4,4,2,4,8,6,9,9,10,12,7,8,3,1
627,35,1,17,1,2,8,1,4,3,1,4,3,4,3,4,13,9,13,10,8,8,7,8,1,1
697,15,1,14,1,1,8,2,3,3,2,4,2,2,4,4,11,7,13,9,8,8,7,8,3,1
781,468,1,12,1,2,7,1,4,4,2,4,2,4,4,4,9,6,10,8,9,10,7,8,2,1
829,15,3,16,1,2,8,3,3,3,3,4,2,2,2,3,10,6,11,9,8,10,7,8,3,1
921,7,1,13,1,2,7,4,4,4,4,4,1,2,4,4,11,6,12,8,7,8,7,8,1,1
1012,9,4,7,1,2,10,2,3,4,3,4,4,3,4,4,10,7,11,8,9,9,7,8,2,1
1046,7,1,16,1,1,9,4,4,2,2,4,1,2,2,4,10,6,13,9,8,8,7,8,1,2
1047,6,4,17,1,1,7,3,3,3,2,3,1,1,4,4,10,6,12,9,8,9,7,8,1,1
1053,5,2,15,2,1,8,2,2,3,3,4,2,3,3,-1,11,7,13,10,8,9,7,8,4,2
1062,6,1,17,1,1,8,3,3,3,1,3,2,2,3,4,9,6,10,8,9,10,7,8,2,1
1066,40,1,16,1,2,9,2,3,4,2,3,2,4,3,3,10,6,10,9,8,11,7,8,2,1
1106,9,1,12,1,1,8,4,4,4,1,4,3,3,4,4,9,5,10,6,8,8,7,8,1,1
1121,1893,2,15,1,2,8,2,1,4,3,4,2,3,4,4,10,6,12,9,8,9,7,8,2,3
1211,5,1,11,1,1,8,1,3,3,3,3,3,3,3,3,9,6,10,8,9,10,7,8,1,1
1272,19,1,16,1,2,9,4,3,3,4,4,1,2,4,4,12,8,13,11,8,9,7,8,3,2
1311,10,1,14,1,2,8,4,2,4,2,3,3,4,4,4,10,6,10,7,8,9,7,8,2,1
1495,20,2,14,1,1,8,4,4,4,4,4,4,4,4,4,9,6,9,7,9,10,7,8,2,1
12,8,1,13,1,2,8,1,3,4,2,3,1,2,2,2,9,7,#NULL!,#NULL!,10,#NULL!,8,8,1,1
31,13,2,8,1,1,8,3,2,3,3,3,2,2,3,2,9,6,10,8,9,10,8,8,2,1
36,7,1,16,1,1,8,3,4,3,2,4,2,-1,3,3,10,7,11,8,9,9,8,8,1,1
41,5,2,8,1,1,8,1,1,2,3,4,2,2,4,4,9,6,10,7,9,9,8,8,2,2
42,11,1,6,2,2,8,2,3,4,1,4,2,4,4,4,9,8,9,8,11,11,8,8,1,1
53,9,2,6,1,2,9,2,3,3,3,3,2,1,4,4,10,7,10,7,9,9,8,8,1,1
57,9,2,8,1,1,8,4,2,4,1,4,4,4,4,4,10,8,11,9,10,10,8,8,1,1
63,5,1,7,2,2,9,2,2,2,2,2,2,2,2,4,9,6,9,8,9,11,8,8,1,1
98,8921,2,8,1,2,8,4,4,4,4,4,1,4,4,4,10,7,11,8,9,9,8,8,2,1
124,14,2,10,2,2,8,2,3,3,4,4,4,4,4,4,9,6,9,6,9,9,8,8,1,1
135,6,1,7,1,2,10,3,2,4,2,2,1,4,4,4,9,8,#NULL!,#NULL!,11,#NULL!,8,8,1,1
169,18,1,10,1,2,10,4,3,4,2,4,1,2,4,3,9,7,10,7,10,9,8,8,2,1
170,8,1,6,1,2,10,2,2,3,3,3,2,2,3,3,8,7,9,8,11,11,8,8,2,1
176,8,1,12,1,1,8,1,2,4,3,4,1,2,4,4,10,6,10,6,8,8,8,8,1,1
192,2587,2,13,1,1,6,1,3,3,3,4,2,3,4,4,9,7,10,8,10,10,8,8,1,1
198,13,1,9,2,2,8,3,3,4,4,4,2,2,2,4,7,6,7,6,11,11,8,8,3,1
201,12,1,7,5,1,7,1,2,4,1,4,2,2,3,4,9,8,11,10,11,11,8,8,2,1
207,10,2,14,1,2,9,3,3,3,2,2,2,1,3,3,9,6,10,7,9,9,8,8,2,2
211,6,2,13,1,2,8,4,2,1,3,4,1,1,4,4,10,7,11,8,9,9,8,8,2,1
215,12,2,12,1,1,8,4,3,4,2,4,1,3,4,-1,9,6,10,7,9,9,8,8,2,1
221,10,2,12,1,1,9,3,3,4,3,4,1,3,4,4,9,6,10,7,9,9,8,8,2,1
236,6787,1,14,1,2,8,4,3,3,2,4,2,4,4,-1,11,8,11,8,9,9,8,8,2,1
246,8,1,13,1,1,8,3,2,4,2,4,2,4,4,4,9,6,11,8,9,9,8,8,1,1
258,16,1,12,1,2,9,2,3,4,4,4,1,4,4,2,9,6,10,7,9,9,8,8,1,1
260,5,1,17,1,1,8,4,4,3,3,4,3,3,4,3,9,7,#NULL!,#NULL!,10,#NULL!,8,8,2,1
325,14,2,10,1,2,10,3,3,4,2,3,1,2,2,4,9,6,10,7,9,9,8,8,2,1
364,35,1,13,1,1,9,3,3,3,2,2,2,3,3,3,10,6,12,10,8,10,8,8,2,1
417,16,1,6,1,1,8,1,2,2,3,4,2,2,2,4,9,6,10,8,9,10,8,8,2,1
418,9,2,9,1,1,10,4,4,3,3,4,3,3,4,3,#NULL!,#NULL!,9,7,#NULL!,10,8,8,1,1
423,6,2,8,1,1,7,2,1,4,3,4,2,2,3,4,7,8,8,8,13,12,8,8,3,1
438,10,2,7,1,2,8,3,2,2,2,4,1,3,3,3,9,7,10,8,10,10,8,8,3,1
449,7,1,7,1,1,8,2,4,4,3,-1,2,3,4,4,9,6,10,7,9,9,8,8,2,1
463,4,1,15,1,2,7,4,4,4,4,4,4,4,4,4,10,6,12,10,8,10,8,8,1,1
485,9,1,8,1,1,8,1,4,4,4,4,4,4,4,4,10,7,11,8,9,9,8,8,2,1
487,14,2,17,1,1,8,1,1,4,4,4,4,4,4,4,10,8,10,9,10,11,8,8,1,1
489,5,1,16,1,2,9,4,4,4,2,4,2,2,2,4,9,6,13,10,9,9,8,8,1,1
491,3876,2,14,1,1,8,1,1,3,4,4,1,3,4,4,9,6,10,7,9,9,8,8,1,1
501,7,1,17,1,2,7,3,2,4,3,4,1,3,2,4,13,11,13,11,10,10,8,8,1,1
530,5,1,12,5,2,8,4,4,4,4,4,4,4,4,4,8,7,10,8,11,10,8,8,1,1
562,8,1,17,1,2,8,3,3,4,1,4,1,4,4,4,10,6,12,8,8,8,8,8,3,1
590,10,3,9,1,2,10,2,4,4,2,4,2,4,4,4,8,7,9,9,11,12,8,8,2,1
591,14,1,16,1,2,8,1,1,4,4,4,4,4,4,4,9,7,11,9,10,10,8,8,1,1
620,6,1,7,1,1,8,4,4,4,2,4,2,2,4,4,8,6,9,6,10,9,8,8,2,1
621,9,2,7,1,1,9,2,2,4,1,2,2,4,4,4,8,6,9,7,10,10,8,8,2,1
624,10,2,12,1,2,7,2,3,4,3,4,3,3,3,4,11,7,#NULL!,#NULL!,8,#NULL!,8,8,2,1
662,14,1,12,1,1,9,2,4,4,2,4,1,4,3,2,9,5,9,8,8,11,8,8,1,1
663,8,1,17,1,2,8,1,1,4,2,3,2,2,4,4,9,7,10,9,10,11,8,8,1,1
664,7,1,12,1,2,9,1,4,1,4,4,2,4,4,4,9,7,10,9,10,11,8,8,2,1
675,8,2,10,1,1,7,1,2,4,3,4,1,1,4,4,8,6,10,7,10,9,8,8,2,1
698,22,1,17,1,1,7,1,1,3,2,3,2,3,4,4,12,12,13,13,12,10,8,8,2,1
731,8,2,10,1,1,10,3,2,2,2,4,3,3,4,1,9,6,10,7,9,9,8,8,2,2
755,11,2,8,1,2,9,1,4,4,3,4,1,4,4,4,10,7,13,11,9,9,8,8,1,1
764,7,1,13,2,2,7,3,4,2,3,4,4,2,2,2,9,7,11,8,10,9,8,8,1,1
802,13,1,7,1,2,8,2,2,3,3,3,1,3,3,4,9,6,10,8,9,10,8,8,2,1
821,6,3,16,1,1,8,4,4,4,4,4,2,4,4,4,9,6,11,7,9,8,8,8,1,1
841,14,2,15,1,1,9,2,2,4,1,4,2,2,4,1,9,6,12,9,9,9,8,8,2,1
842,6,1,8,1,2,8,3,1,4,2,4,2,4,4,4,9,7,9,8,10,11,8,8,1,1
845,21,3,14,2,1,8,1,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,8,8,-1,-1
849,5,2,11,1,1,9,2,4,4,4,4,4,4,4,4,9,6,10,7,9,9,8,8,2,1
858,7,2,13,1,1,6,2,3,2,2,4,2,2,4,4,9,6,10,9,9,11,8,8,1,1
872,1456,2,10,1,2,8,3,4,4,4,4,2,4,4,4,8,6,8,8,10,12,8,8,3,1
885,9,1,16,1,1,9,2,3,3,1,4,3,-1,3,4,11,7,12,8,8,8,8,8,2,2
903,7,3,13,2,1,8,2,3,2,2,4,1,4,2,4,9,6,12,9,9,9,8,8,1,1
932,8,2,7,1,2,8,1,2,2,-1,3,2,1,3,4,9,6,10,7,9,9,8,8,1,1
972,53,3,7,1,1,8,2,3,4,3,4,2,4,4,3,9,7,10,8,10,10,8,8,1,1
986,17,3,12,1,1,8,1,1,2,1,4,1,4,4,4,8,6,9,9,10,12,8,8,2,1
996,32,1,8,1,1,9,4,2,4,2,4,1,1,4,4,9,7,11,10,10,11,8,8,2,1
998,1442,2,8,1,2,8,1,4,4,4,4,1,2,4,4,9,7,10,8,10,10,8,8,1,1
1020,4,2,7,1,2,7,1,1,3,3,3,1,3,3,3,10,8,11,8,10,9,8,8,1,1
1051,4,1,9,1,2,8,3,3,4,1,4,2,4,4,4,9,7,9,8,10,11,8,8,1,1
1087,11,2,12,1,1,8,1,4,4,4,4,2,2,4,4,9,6,11,8,9,9,8,8,1,1
1089,15,2,7,1,1,7,1,2,4,2,4,1,3,4,4,9,6,10,7,9,9,8,8,3,1
1105,26,2,6,5,1,10,2,1,4,1,3,1,4,3,4,9,7,11,9,10,10,8,8,2,1
1111,7,1,11,1,1,9,2,3,3,4,4,3,3,4,4,8,6,9,7,10,10,8,8,1,1
1113,18,2,8,1,1,6,3,4,4,4,4,1,4,4,4,9,6,10,7,9,9,8,8,1,1
1138,8,1,11,1,1,8,1,4,4,4,4,2,2,4,4,9,6,9,7,9,10,8,8,1,1
1144,7,2,10,5,1,8,1,3,4,3,4,3,2,4,4,9,6,9,8,9,11,8,8,1,1
1179,8,3,14,1,1,10,1,1,4,4,4,4,4,4,4,9,6,9,6,9,9,8,8,2,1
1195,24,1,9,5,1,8,3,3,3,3,4,2,4,4,4,9,7,10,7,10,9,8,8,2,1
1236,7,2,9,2,1,9,3,4,2,4,4,3,4,3,4,9,6,10,8,9,10,8,8,1,1
1266,13,1,17,1,1,9,2,4,3,2,4,1,-1,4,4,10,7,12,10,9,10,8,8,2,1
1270,13,1,7,1,2,9,3,2,4,1,3,3,4,4,4,9,7,10,8,10,10,8,8,1,1
1327,23,3,15,2,1,8,1,1,4,1,4,1,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,8,1,1
1333,7,1,17,1,2,8,4,4,4,4,4,-1,4,4,4,10,7,11,10,9,11,8,8,1,1
1344,17,3,7,1,2,8,1,3,4,3,3,2,4,4,4,9,7,10,8,10,10,8,8,2,1
1378,11,2,7,1,2,9,2,3,4,2,4,3,2,4,4,10,7,11,8,9,9,8,8,2,1
1394,5,3,9,1,2,8,2,3,4,2,3,3,3,3,4,8,6,8,6,10,10,8,8,2,1
1406,6,1,12,1,1,8,3,3,4,2,4,2,3,3,4,9,7,13,10,10,9,8,8,1,2
1420,14,2,17,1,1,5,3,1,3,2,3,4,3,3,3,12,10,12,10,10,10,8,8,3,1
1441,18,2,12,2,1,7,2,2,3,3,4,1,2,4,4,10,6,11,8,8,9,8,8,1,1
1446,5,2,10,1,1,8,1,3,3,4,4,4,4,4,4,9,6,10,8,9,10,8,8,1,1
1452,7,2,12,1,2,9,3,3,4,2,4,1,1,3,4,9,7,12,10,10,10,8,8,2,1
1468,8,3,14,1,1,9,1,1,4,3,4,2,2,4,-1,10,6,11,9,8,10,8,8,1,1
1478,9,1,6,1,1,10,4,3,3,3,4,3,3,4,4,10,7,11,8,9,9,8,8,1,1
1528,10,2,12,2,2,8,2,3,3,3,4,2,3,4,4,9,6,11,11,9,12,8,8,1,1
1535,20,2,9,1,1,8,2,4,3,1,4,1,1,4,4,#NULL!,#NULL!,10,8,#NULL!,10,8,8,1,1
48,16,1,11,2,2,9,1,4,4,3,4,2,3,4,4,9,7,11,9,10,10,9,8,1,2
49,12,3,13,1,1,10,2,2,2,2,2,2,2,4,2,9,6,10,8,9,10,9,8,2,1
103,29,2,10,1,2,9,3,3,4,2,4,2,1,4,2,9,6,11,8,9,9,9,8,1,1
167,12415,1,6,1,1,8,1,1,4,3,4,2,2,4,4,9,7,11,9,10,10,9,8,2,1
196,2259,1,8,1,1,10,2,2,2,3,3,1,2,2,-1,9,7,13,9,10,8,9,8,2,1
206,30,3,11,1,1,9,2,3,4,3,4,2,2,2,4,9,7,10,7,10,9,9,8,2,1
244,9969,1,6,1,1,8,2,2,4,1,2,1,1,4,1,9,7,#NULL!,#NULL!,10,#NULL!,9,8,3,1
292,290,1,7,1,2,10,4,3,2,3,4,1,3,4,4,8,7,9,7,11,10,9,8,1,1
359,7,3,7,1,2,10,2,4,4,1,4,2,4,3,1,#NULL!,#NULL!,9,7,#NULL!,10,9,8,2,1
378,15,2,8,1,2,8,3,3,3,2,2,3,2,4,1,9,6,11,8,9,9,9,8,2,1
380,11,2,10,1,1,8,4,4,4,4,4,3,4,4,4,9,7,10,8,10,10,9,8,1,1
492,6384,1,9,1,2,7,2,2,2,2,2,2,2,2,2,10,7,11,8,9,9,9,8,1,1
499,10,2,6,2,1,10,1,2,3,3,4,2,2,2,4,8,6,9,8,10,11,9,8,2,1
518,9,3,8,1,1,10,1,2,4,2,-1,3,3,3,3,8,7,9,7,11,10,9,8,2,1
519,11,2,9,1,1,8,2,4,4,4,4,4,4,4,4,9,8,11,8,11,9,9,8,1,1
598,7,2,7,2,1,9,3,1,4,4,4,3,2,2,4,8,6,9,7,10,10,9,8,3,1
614,54,1,6,5,1,9,4,3,4,3,4,1,2,4,4,8,6,8,7,10,11,9,8,2,2
642,49,2,7,1,1,8,3,3,4,2,4,1,4,4,3,8,7,9,7,11,10,9,8,2,1
749,11,1,11,5,1,9,2,2,4,1,4,2,2,3,4,9,6,11,9,9,10,9,8,1,1
765,8,2,10,1,1,10,2,4,4,2,4,2,3,4,4,9,7,9,7,10,10,9,8,1,1
815,8,1,10,1,1,9,4,4,4,4,4,3,4,4,4,9,6,11,8,9,9,9,8,1,1
902,8,2,9,1,1,9,1,1,3,1,4,2,3,3,3,8,7,9,7,11,10,9,8,1,1
960,10,1,9,1,2,9,1,4,3,2,4,2,2,3,4,9,7,10,8,10,10,9,8,2,1
961,11,2,11,1,1,10,4,4,4,3,4,4,4,4,4,9,7,11,8,10,9,9,8,1,1
982,9,6,12,1,2,9,2,3,4,3,4,1,2,4,3,9,6,#NULL!,#NULL!,9,#NULL!,9,8,1,1
1052,6,4,7,1,1,8,4,3,4,4,4,2,2,4,4,8,6,8,8,10,12,9,8,3,1
1122,11,1,10,1,1,8,3,4,4,2,4,2,4,4,2,9,7,10,8,10,10,9,8,1,1
1128,8,2,8,1,1,8,2,3,4,3,2,3,4,4,2,10,7,11,7,9,8,9,8,2,2
1157,10,2,9,2,2,9,4,2,4,4,4,4,4,2,4,9,6,11,10,9,11,9,8,2,1
1163,57,2,7,2,2,9,1,3,2,2,2,2,3,2,3,8,6,10,8,10,10,9,8,3,1
1175,7,3,7,1,2,10,1,4,4,1,4,4,4,4,4,8,6,9,7,10,10,9,8,2,1
1186,6,2,6,1,1,10,4,4,4,2,4,4,4,4,4,8,6,9,6,10,9,9,8,1,1
1223,12,2,12,5,1,9,2,2,4,2,4,2,2,4,4,10,7,11,8,9,9,9,8,1,1
1228,10,1,9,1,1,10,1,2,4,2,4,2,2,4,4,9,7,10,9,10,11,9,8,2,1
1239,4,2,9,1,2,9,2,3,4,1,4,3,3,4,4,9,6,10,6,9,8,9,8,1,1
1322,5,2,9,1,2,8,2,2,3,3,4,2,4,3,4,8,6,10,7,10,9,9,8,2,1
1338,5,2,15,1,1,9,4,3,4,1,4,1,3,4,4,9,6,10,8,9,10,9,8,2,2
1341,9,1,11,1,1,8,1,4,4,2,2,3,4,4,4,9,7,10,8,10,10,9,8,1,1
1371,32,3,13,1,1,8,2,1,2,1,2,1,2,1,-1,10,8,13,12,10,10,9,8,3,2
1383,7,1,12,1,2,8,3,4,4,4,4,3,3,4,4,9,7,12,8,10,8,9,8,1,1
1407,22,1,8,1,2,9,2,2,4,4,4,3,4,4,4,9,7,10,8,10,10,9,8,1,1
1429,13,1,15,1,2,9,2,4,3,2,4,2,3,4,4,9,6,11,8,9,9,9,8,2,1
1476,17,3,9,1,2,9,3,3,2,3,4,4,4,4,4,9,7,11,8,10,9,9,8,2,1
1493,39,2,9,1,1,8,3,2,4,1,4,1,2,4,4,8,6,10,7,10,9,9,8,2,1
1499,181,2,10,1,1,9,2,3,4,3,3,2,3,4,3,9,7,9,8,10,11,9,8,1,1
1508,5,1,8,2,2,9,3,2,2,2,4,1,2,3,4,9,7,10,7,10,9,9,8,2,1
1536,9,2,8,1,2,9,2,3,4,4,4,1,1,4,4,8,7,10,10,11,12,9,8,1,1
293,5,3,7,1,1,10,1,3,4,3,4,1,2,4,4,8,6,9,8,10,11,10,8,2,1
323,8,2,9,1,1,10,3,2,4,2,3,2,2,4,4,9,7,11,7,10,8,10,8,1,1
580,22,1,10,1,2,10,2,3,3,2,4,3,2,4,4,8,6,10,6,10,8,10,8,1,1
1010,9,1,11,1,1,8,1,2,4,2,4,2,2,4,1,8,6,11,7,10,8,10,8,2,1
1085,25,2,12,1,2,10,3,2,4,4,4,4,4,4,-1,8,6,12,8,10,8,10,8,1,1
1280,8,2,8,1,1,11,4,4,4,4,4,4,4,4,4,7,7,9,7,12,10,10,8,1,1
1303,11,1,11,1,1,10,3,4,4,4,4,3,3,3,2,9,6,10,7,9,9,10,8,1,1
1474,8,1,7,1,1,10,4,4,4,4,4,4,3,4,4,8,6,10,7,10,9,10,8,1,1
56,421,4,17,1,1,8,1,1,4,3,4,1,-1,3,2,13,6,13,12,5,9,5,7,2,2
695,8,1,17,1,1,7,1,1,4,2,3,1,1,2,2,11,7,13,10,8,8,6,7,2,1
988,10,4,15,2,1,9,2,4,4,4,4,2,2,4,4,12,7,13,10,7,8,6,7,3,2
1124,1286,2,9,1,2,8,1,3,4,1,4,3,3,4,4,9,7,11,9,10,10,6,7,2,1
1350,14,1,15,1,2,8,1,2,4,2,4,1,3,1,1,10,6,11,10,8,11,6,7,2,1
1450,33,3,12,2,2,8,2,2,2,2,-1,3,3,2,3,9,7,9,7,10,10,6,7,3,3
1511,48,1,13,5,1,9,2,2,4,2,3,1,4,2,3,11,7,13,9,8,8,6,7,3,2
91,68,2,16,1,2,8,4,4,4,4,4,2,4,4,2,10,6,11,8,8,9,7,7,1,1
101,8,1,15,1,2,8,4,4,4,2,4,2,4,4,4,11,7,12,8,8,8,7,7,1,1
130,12,2,6,1,2,7,3,4,4,2,4,1,1,4,4,8,6,9,6,10,9,7,7,2,1
186,11690,2,15,1,2,6,1,2,4,1,2,2,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,2,1
393,9,1,15,5,1,7,1,1,4,1,3,2,2,3,4,10,6,11,7,8,8,7,7,1,2
407,8,4,12,1,1,8,2,2,4,1,4,4,4,3,4,11,6,11,6,7,7,7,7,3,1
428,11,1,10,1,2,7,3,3,4,2,4,1,3,4,2,9,6,10,9,9,11,7,7,1,1
543,13,1,6,1,2,8,3,3,3,3,3,3,3,3,3,9,8,10,9,11,11,7,7,1,1
561,19,2,10,5,2,10,2,2,4,2,4,2,4,4,3,9,7,9,9,10,12,7,7,3,2
605,14,3,7,5,2,7,1,3,2,2,3,2,2,2,4,8,7,10,7,11,9,7,7,3,1
630,2551,2,7,1,1,8,1,1,4,3,4,1,1,4,4,8,7,9,6,11,9,7,7,3,3
686,7,4,17,2,1,8,4,4,4,4,4,4,4,4,4,10,6,10,7,8,9,7,7,1,2
713,10,4,14,1,2,8,2,4,3,3,4,4,4,3,4,8,5,11,9,9,10,7,7,1,1
730,12,1,9,1,2,8,2,3,2,4,4,1,4,4,4,10,6,11,9,8,10,7,7,2,1
839,12,1,15,1,2,8,4,4,4,4,4,4,4,4,4,10,7,12,10,9,10,7,7,1,1
949,23,1,9,1,1,8,3,2,4,2,4,1,3,4,4,9,6,#NULL!,#NULL!,9,#NULL!,7,7,2,1
1082,18,1,17,1,2,9,1,2,4,2,2,2,3,4,4,8,6,10,9,10,11,7,7,2,1
